track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
0VsGaRXR5WAzpu51unJTis,0.565,0.243,0.758,8.82e-06,0.239,81.655,2,Upbeat Happy Songs
15vrb7RIDVq0n44vMGJOz5,0.565,0.531,0.375,0.0,0.407,146.027,2,Upbeat Happy Songs
6T7tWJsjBpLb95rNqSLcih,0.565,0.558,0.379,0.0,0.0778,82.998,2,Upbeat Happy Songs
5CRVwXGikmqzoRO6q7FeAg,0.565,0.245,0.781,0.0,0.307,75.055,2,Upbeat Happy Songs
67AdiJcurlf6gocGobfaXs,0.565,0.56,0.538,0.0,0.325,159.931,2,Upbeat Happy Songs
0eHT8N5YQglv8cYYizXvSw,0.565,0.5,0.452,0.0,0.242,70.984,2,Upbeat Happy Songs
6IX5nEnp3BDGtGFQJzh1EH,0.565,0.453,0.252,0.000273,0.28,126.034,2,Upbeat Happy Songs
0oVWPlnK5eAqnJCVB0FvpP,0.565,0.541,0.193,3.54e-06,0.225,82.006,2,Upbeat Happy Songs
7tK1fO2PVs80OnVB1RSa89,0.565,0.449,0.341,1.31e-05,0.119,134.039,2,Upbeat Happy Songs
5mKxNjNnRFpO9Muzw3Ug0u,0.69,0.188,0.897,0.0,0.736,78.043,2,Upbeat Happy Songs
1QKsl3Jm622nfM4cWdtByD,0.69,0.44,0.473,0.0203,0.476,120.004,2,Upbeat Happy Songs
1wF2QB0bAAYQdPUIn0L0VE,0.69,0.29,0.676,0.0,0.42,95.976,2,Upbeat Happy Songs
5AH31dDNgxCMGDdxubNNn4,0.69,0.482,0.523,0.0004,0.356,100.029,2,Upbeat Happy Songs
6wycnu8FWXsj68ig7BEot9,0.69,0.416,0.617,1.37e-06,0.479,82.45,2,Upbeat Happy Songs
5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,0.343,0.00218,0.325,157.655,2,Upbeat Happy Songs
3zMDGj4D8ogaYgAIZPeU7S,0.342,0.376,0.805,0.0,0.29,176.859,2,Upbeat Happy Songs
4S6fv0puLCsfYjyBTPDb9k,0.342,0.396,0.549,0.0,0.109,136.19,2,Upbeat Happy Songs
01hJnhpAmjzg85Etnz2ECH,0.342,0.249,0.87,5.09e-05,0.203,94.746,2,Upbeat Happy Songs
