track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
4ACru9MPI6lgmRg7lbMPoK,0.595,0.932,0.0318,6.16e-06,0.221,178.817,1,Relaxing Acoustic Tunes
31yydnZnSeCwkRPY7tlgQJ,0.595,0.829,0.00594,0.000101,0.501,113.319,1,Relaxing Acoustic Tunes
4F6YLjakjqWFTgC5qfEwPQ,0.595,0.528,0.082,0.0,0.515,150.075,1,Relaxing Acoustic Tunes
5TzoqLAFczwhUMrjNlWITI,0.595,0.667,0.296,0.0,0.275,121.943,1,Relaxing Acoustic Tunes
3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,0.246,0.0,0.542,128.93,1,Relaxing Acoustic Tunes
0JuSGEldfovcc8IS9va1wa,0.595,0.656,0.148,0.0,0.416,99.811,1,Relaxing Acoustic Tunes
5fEB6ZmVkg63GZg9qO86jh,0.595,0.678,0.0199,0.00389,0.259,117.067,1,Relaxing Acoustic Tunes
7EIbjRAv9K5ccoH4XivnTk,0.595,0.623,0.0496,0.0,0.645,149.974,1,Relaxing Acoustic Tunes
5m6q6Y7WNJj3Jn3MhKzTSl,0.595,0.792,0.0865,0.0,0.536,119.8,1,Relaxing Acoustic Tunes
6PHbWsTTlmQKF9i9VC1KFv,0.595,0.534,0.0106,0.00157,0.134,162.066,1,Relaxing Acoustic Tunes
35QGdv6aFbIaLM0Ozr3rHt,0.72,0.863,0.0174,0.0,0.363,139.98,1,Relaxing Acoustic Tunes
05WVKTdZhlIMX4qqMLuo0f,0.72,0.88,0.0562,0.06,0.463,180.011,1,Relaxing Acoustic Tunes
471JtpRQ0oox9OoZcbB8OO,0.72,0.776,0.00549,0.000298,0.135,125.961,1,Relaxing Acoustic Tunes
0riimpVhi8sMjgLh2Lot67,0.72,0.666,0.00904,0.883,0.383,124.993,1,Relaxing Acoustic Tunes
10QtceSp0oOi9AfEymzTRG,0.72,0.636,0.00826,0.0,0.203,145.967,1,Relaxing Acoustic Tunes
0osPX8TruIebOhKuG6GK8C,0.72,0.514,0.146,0.00713,0.212,142.98,1,Relaxing Acoustic Tunes
76kyKtPLsFbQkdQ86QrkF4,0.845,0.479,0.0104,1.79e-06,0.35,170.919,1,Relaxing Acoustic Tunes
0tdCy39PgWN8LFWu34ORn3,0.845,0.399,0.00525,0.741,0.148,143.049,1,Relaxing Acoustic Tunes
1pNSYQkmeFSqsSOGwwxs5L,0.241,0.508,0.0362,0.599,0.0445,140.627,1,Relaxing Acoustic Tunes
6VnHihfEXymlCctRroSvWo,0.357,0.743,0.13,0.0017,0.465,98.974,1,Relaxing Acoustic Tunes
0qwcGscxUHGZTgq0zcaqk1,0.482,0.873,0.0111,0.0,0.737,165.084,1,Relaxing Acoustic Tunes
1fBl642IhJOE5U319Gy2Go,0.482,0.833,0.000346,0.0,0.74,148.039,1,Relaxing Acoustic Tunes
1XBYiRV30ykHw5f4wm6qEn,0.482,0.757,0.0137,0.0016,0.12,142.579,1,Relaxing Acoustic Tunes
2JoJrsEV15OzbijS47lids,0.482,0.779,0.0135,0.0,0.328,158.162,1,Relaxing Acoustic Tunes
2Vba5MBCdGqcE57GSiOstv,0.482,0.877,0.0526,0.0,0.635,205.037,1,Relaxing Acoustic Tunes
0Org2imqfj9Fgi56DiuGEE,0.482,0.823,0.0386,3.55e-05,0.452,167.665,1,Relaxing Acoustic Tunes
2kpoReN3MY7I0tSF902n0z,0.482,0.548,0.0363,2.28e-06,0.346,76.017,1,Relaxing Acoustic Tunes
55whbebR4olz2HHcRQa2kx,0.589,0.877,0.00121,0.013,0.443,132.971,1,Relaxing Acoustic Tunes
7gHs73wELdeycvS48JfIos,0.589,0.651,0.0291,3.2e-06,0.166,90.011,1,Relaxing Acoustic Tunes
35YiIUIo3a5f0qk0xhHgx9,0.589,0.872,0.0151,2.99e-06,0.524,116.986,1,Relaxing Acoustic Tunes
27oVCAziETRbNuo5A8LNpg,0.589,0.727,0.239,0.0277,0.52,152.058,1,Relaxing Acoustic Tunes
